ELEMENT,Axis_0,Axis_1,C_PE_WE,C_PE_WE_P,C_PHYLO_RPE2,C_PHYLO_RPE_DIFF2,C_PHYLO_RPE_NULL2,P_PE_WE,P_PE_WE_P,P_PHYLO_RPE2,P_PHYLO_RPE_DIFF2,P_PHYLO_RPE_NULL2,Q_PE_WE,Q_PE_WE_P,Q_PHYLO_RPE2,Q_PHYLO_RPE_DIFF2,Q_PHYLO_RPE_NULL2
25000:-3425000,25000,-3425000,289,289,358,401,333,0.289289289289289,0.289289289289289,0.358358358358358,0.401401401401401,0.333333333333333,999,999,999,999,999
25000:-3475000,25000,-3475000,318,318,409,440,299,0.318318318318318,0.318318318318318,0.409409409409409,0.44044044044044,0.299299299299299,999,999,999,999,999
275000:-1275000,275000,-1275000,345,345,673,675,119,0.345345345345345,0.345345345345345,0.673673673673674,0.675675675675676,0.119119119119119,999,999,999,999,999
275000:-1325000,275000,-1325000,408,408,698,686,149,0.408408408408408,0.408408408408408,0.698698698698699,0.686686686686687,0.149149149149149,999,999,999,999,999
275000:-1375000,275000,-1375000,553,553,553,500,550,0.553553553553554,0.553553553553554,0.553553553553554,0.500500500500501,0.550550550550551,999,999,999,999,999
275000:-1425000,275000,-1425000,495,495,720,709,225,0.495495495495495,0.495495495495495,0.720720720720721,0.70970970970971,0.225225225225225,999,999,999,999,999
275000:-1475000,275000,-1475000,196,196,250,322,327,0.196196196196196,0.196196196196196,0.25025025025025,0.322322322322322,0.327327327327327,999,999,999,999,999
275000:-1525000,275000,-1525000,254,254,276,330,397,0.254254254254254,0.254254254254254,0.276276276276276,0.33033033033033,0.397397397397397,999,999,999,999,999
275000:-1575000,275000,-1575000,326,326,630,624,120,0.326326326326326,0.326326326326326,0.630630630630631,0.624624624624625,0.12012012012012,999,999,999,999,999
275000:-1625000,275000,-1625000,618,618,466,324,676,0.618618618618619,0.618618618618619,0.466466466466466,0.324324324324324,0.676676676676677,999,999,999,999,999
275000:-1675000,275000,-1675000,169,169,333,402,182,0.169169169169169,0.169169169169169,0.333333333333333,0.402402402402402,0.182182182182182,999,999,999,999,999
275000:-1725000,275000,-1725000,685,685,770,769,466,0.685685685685686,0.685685685685686,0.770770770770771,0.76976976976977,0.466466466466466,999,999,999,999,999
275000:-1775000,275000,-1775000,76,76,256,381,86,0.0760760760760761,0.0760760760760761,0.256256256256256,0.381381381381381,0.0860860860860861,999,999,999,999,999
275000:-1825000,275000,-1825000,178,178,117,255,497,0.178178178178178,0.178178178178178,0.117117117117117,0.255255255255255,0.497497497497497,999,999,999,999,999
275000:-1925000,275000,-1925000,570,570,383,252,728,0.570570570570571,0.570570570570571,0.383383383383383,0.252252252252252,0.728728728728729,999,999,999,999,999
275000:-1975000,275000,-1975000,355,355,616,630,170,0.355355355355355,0.355355355355355,0.616616616616617,0.630630630630631,0.17017017017017,999,999,999,999,999
275000:-2025000,275000,-2025000,102,102,503,538,17,0.102102102102102,0.102102102102102,0.503503503503503,0.538538538538539,0.017017017017017,999,999,999,999,999
275000:-2075000,275000,-2075000,4,4,145,348,2,0.004004004004004,0.004004004004004,0.145145145145145,0.348348348348348,0.002002002002002,999,999,999,999,999
275000:-2125000,275000,-2125000,348,348,291,273,542,0.348348348348348,0.348348348348348,0.291291291291291,0.273273273273273,0.542542542542543,999,999,999,999,999
275000:-2175000,275000,-2175000,293,293,618,615,103,0.293293293293293,0.293293293293293,0.618618618618619,0.615615615615616,0.103103103103103,999,999,999,999,999
275000:-2225000,275000,-2225000,29,29,375,478,9,0.029029029029029,0.029029029029029,0.375375375375375,0.478478478478478,0.00900900900900901,999,999,999,999,999
275000:-2275000,275000,-2275000,82,82,665,653,2,0.0820820820820821,0.0820820820820821,0.665665665665666,0.653653653653654,0.002002002002002,999,999,999,999,999
275000:-2325000,275000,-2325000,848,848,969,939,311,0.848848848848849,0.848848848848849,0.96996996996997,0.93993993993994,0.311311311311311,999,999,999,999,999
275000:-2375000,275000,-2375000,200,200,716,677,10,0.2002002002002,0.2002002002002,0.716716716716717,0.677677677677678,0.01001001001001,999,999,999,999,999
275000:-2425000,275000,-2425000,347,347,660,661,126,0.347347347347347,0.347347347347347,0.660660660660661,0.661661661661662,0.126126126126126,999,999,999,999,999
275000:-2475000,275000,-2475000,91,91,650,643,3,0.0910910910910911,0.0910910910910911,0.650650650650651,0.643643643643644,0.003003003003003,999,999,999,999,999
275000:-2525000,275000,-2525000,556,556,132,59,888,0.556556556556557,0.556556556556557,0.132132132132132,0.0590590590590591,0.888888888888889,999,999,999,999,999
275000:-2575000,275000,-2575000,194,194,4,11,898,0.194194194194194,0.194194194194194,0.004004004004004,0.011011011011011,0.898898898898899,999,999,999,999,999
275000:-2625000,275000,-2625000,209,209,25,40,761,0.209209209209209,0.209209209209209,0.025025025025025,0.04004004004004,0.761761761761762,999,999,999,999,999
275000:-2675000,275000,-2675000,928,928,92,1,997,0.928928928928929,0.928928928928929,0.0920920920920921,0.001001001001001,0.997997997997998,999,999,999,999,999
275000:-2725000,275000,-2725000,46,46,5,31,632,0.046046046046046,0.046046046046046,0.005005005005005,0.031031031031031,0.632632632632633,999,999,999,999,999
275000:-2775000,275000,-2775000,13,13,45,168,113,0.013013013013013,0.013013013013013,0.045045045045045,0.168168168168168,0.113113113113113,999,999,999,999,999
275000:-2825000,275000,-2825000,563,563,955,865,7,0.563563563563564,0.563563563563564,0.955955955955956,0.865865865865866,0.00700700700700701,999,999,999,999,999
275000:-2875000,275000,-2875000,50,50,636,660,0,0.0500500500500501,0.0500500500500501,0.636636636636637,0.660660660660661,0,999,999,999,999,999
275000:-2925000,275000,-2925000,38,38,653,652,1,0.038038038038038,0.038038038038038,0.653653653653654,0.652652652652653,0.001001001001001,999,999,999,999,999
275000:-2975000,275000,-2975000,56,56,325,477,34,0.0560560560560561,0.0560560560560561,0.325325325325325,0.477477477477477,0.034034034034034,999,999,999,999,999
275000:-3025000,275000,-3025000,86,86,605,623,2,0.0860860860860861,0.0860860860860861,0.605605605605606,0.623623623623624,0.002002002002002,999,999,999,999,999
275000:-3075000,275000,-3075000,11,11,363,559,1,0.011011011011011,0.011011011011011,0.363363363363363,0.55955955955956,0.001001001001001,999,999,999,999,999
275000:-3125000,275000,-3125000,25,25,151,348,100,0.025025025025025,0.025025025025025,0.151151151151151,0.348348348348348,0.1001001001001,999,999,999,999,999
275000:-3175000,275000,-3175000,3,3,243,504,0,0.003003003003003,0.003003003003003,0.243243243243243,0.504504504504504,0,999,999,999,999,999
275000:-3225000,275000,-3225000,0,0,125,494,0,0,0,0.125125125125125,0.494494494494495,0,999,999,999,999,999
275000:-3275000,275000,-3275000,0,0,13,192,29,0,0,0.013013013013013,0.192192192192192,0.029029029029029,999,999,999,999,999
275000:-3325000,275000,-3325000,1,1,1,72,543,0.001001001001001,0.001001001001001,0.001001001001001,0.0720720720720721,0.543543543543544,999,999,999,999,999
275000:-3375000,275000,-3375000,30,30,3,44,567,0.03003003003003,0.03003003003003,0.003003003003003,0.044044044044044,0.567567567567568,999,999,999,999,999
275000:-3425000,275000,-3425000,312,312,370,383,376,0.312312312312312,0.312312312312312,0.37037037037037,0.383383383383383,0.376376376376376,999,999,999,999,999
275000:-3475000,275000,-3475000,91,91,130,187,266,0.0910910910910911,0.0910910910910911,0.13013013013013,0.187187187187187,0.266266266266266,999,999,999,999,999
275000:-3525000,275000,-3525000,388,388,552,557,283,0.388388388388388,0.388388388388388,0.552552552552553,0.557557557557558,0.283283283283283,999,999,999,999,999
275000:-3575000,275000,-3575000,393,393,752,714,71,0.393393393393393,0.393393393393393,0.752752752752753,0.714714714714715,0.0710710710710711,999,999,999,999,999
275000:-3625000,275000,-3625000,573,573,308,206,778,0.573573573573574,0.573573573573574,0.308308308308308,0.206206206206206,0.778778778778779,999,999,999,999,999
275000:-3675000,275000,-3675000,176,176,69,90,560,0.176176176176176,0.176176176176176,0.0690690690690691,0.0900900900900901,0.560560560560561,999,999,999,999,999
275000:-3725000,275000,-3725000,403,403,161,154,721,0.403403403403403,0.403403403403403,0.161161161161161,0.154154154154154,0.721721721721722,999,999,999,999,999
275000:-3775000,275000,-3775000,922,922,717,804,943,0.922922922922923,0.922922922922923,0.717717717717718,0.804804804804805,0.943943943943944,999,999,999,999,999
325000:-1275000,325000,-1275000,522,522,646,649,360,0.522522522522523,0.522522522522523,0.646646646646647,0.64964964964965,0.36036036036036,999,999,999,999,999
325000:-1325000,325000,-1325000,449,449,575,589,346,0.449449449449449,0.449449449449449,0.575575575575576,0.58958958958959,0.346346346346346,999,999,999,999,999
325000:-1375000,325000,-1375000,502,502,780,747,142,0.502502502502503,0.502502502502503,0.780780780780781,0.747747747747748,0.142142142142142,999,999,999,999,999
325000:-1425000,325000,-1425000,837,837,868,872,661,0.837837837837838,0.837837837837838,0.868868868868869,0.872872872872873,0.661661661661662,999,999,999,999,999
325000:-1475000,325000,-1475000,164,164,254,337,355,0.164164164164164,0.164164164164164,0.254254254254254,0.337337337337337,0.355355355355355,999,999,999,999,999
325000:-1525000,325000,-1525000,65,65,242,383,66,0.0650650650650651,0.0650650650650651,0.242242242242242,0.383383383383383,0.0660660660660661,999,999,999,999,999
325000:-1575000,325000,-1575000,399,399,793,738,75,0.399399399399399,0.399399399399399,0.793793793793794,0.738738738738739,0.0750750750750751,999,999,999,999,999
325000:-1625000,325000,-1625000,637,637,682,679,527,0.637637637637638,0.637637637637638,0.682682682682683,0.67967967967968,0.527527527527528,999,999,999,999,999
325000:-1675000,325000,-1675000,667,667,793,780,422,0.667667667667668,0.667667667667668,0.793793793793794,0.780780780780781,0.422422422422422,999,999,999,999,999
325000:-1725000,325000,-1725000,409,409,663,650,172,0.409409409409409,0.409409409409409,0.663663663663664,0.650650650650651,0.172172172172172,999,999,999,999,999
325000:-1775000,325000,-1775000,635,635,835,807,303,0.635635635635636,0.635635635635636,0.835835835835836,0.807807807807808,0.303303303303303,999,999,999,999,999
325000:-1925000,325000,-1925000,396,396,412,419,428,0.396396396396396,0.396396396396396,0.412412412412412,0.419419419419419,0.428428428428428,999,999,999,999,999
325000:-1975000,325000,-1975000,384,384,197,202,644,0.384384384384384,0.384384384384384,0.197197197197197,0.202202202202202,0.644644644644645,999,999,999,999,999
325000:-2025000,325000,-2025000,495,495,467,411,521,0.495495495495495,0.495495495495495,0.467467467467467,0.411411411411411,0.521521521521522,999,999,999,999,999
325000:-2075000,325000,-2075000,96,96,312,432,91,0.0960960960960961,0.0960960960960961,0.312312312312312,0.432432432432432,0.0910910910910911,999,999,999,999,999
325000:-2175000,325000,-2175000,296,296,838,772,14,0.296296296296296,0.296296296296296,0.838838838838839,0.772772772772773,0.014014014014014,999,999,999,999,999
325000:-2225000,325000,-2225000,211,211,743,700,12,0.211211211211211,0.211211211211211,0.743743743743744,0.700700700700701,0.012012012012012,999,999,999,999,999
325000:-2275000,325000,-2275000,244,244,751,713,13,0.244244244244244,0.244244244244244,0.751751751751752,0.713713713713714,0.013013013013013,999,999,999,999,999
325000:-2325000,325000,-2325000,371,371,797,769,51,0.371371371371371,0.371371371371371,0.797797797797798,0.76976976976977,0.0510510510510511,999,999,999,999,999
325000:-2375000,325000,-2375000,275,275,662,651,58,0.275275275275275,0.275275275275275,0.662662662662663,0.651651651651652,0.0580580580580581,999,999,999,999,999
325000:-2425000,325000,-2425000,39,39,722,656,0,0.039039039039039,0.039039039039039,0.722722722722723,0.656656656656657,0,999,999,999,999,999
325000:-2475000,325000,-2475000,643,643,830,802,287,0.643643643643644,0.643643643643644,0.830830830830831,0.802802802802803,0.287287287287287,999,999,999,999,999
325000:-2525000,325000,-2525000,733,733,862,846,383,0.733733733733734,0.733733733733734,0.862862862862863,0.846846846846847,0.383383383383383,999,999,999,999,999
325000:-2575000,325000,-2575000,54,54,529,592,1,0.0540540540540541,0.0540540540540541,0.529529529529529,0.592592592592593,0.001001001001001,999,999,999,999,999
325000:-2625000,325000,-2625000,239,239,49,52,759,0.239239239239239,0.239239239239239,0.049049049049049,0.0520520520520521,0.75975975975976,999,999,999,999,999
325000:-2675000,325000,-2675000,24,24,510,590,0,0.024024024024024,0.024024024024024,0.510510510510511,0.590590590590591,0,999,999,999,999,999
325000:-2725000,325000,-2725000,738,738,969,911,52,0.738738738738739,0.738738738738739,0.96996996996997,0.911911911911912,0.0520520520520521,999,999,999,999,999
325000:-2775000,325000,-2775000,621,621,961,878,14,0.621621621621622,0.621621621621622,0.961961961961962,0.878878878878879,0.014014014014014,999,999,999,999,999
325000:-2825000,325000,-2825000,196,196,786,725,1,0.196196196196196,0.196196196196196,0.786786786786787,0.725725725725726,0.001001001001001,999,999,999,999,999
325000:-2875000,325000,-2875000,1,1,311,520,0,0.001001001001001,0.001001001001001,0.311311311311311,0.520520520520521,0,999,999,999,999,999
325000:-2925000,325000,-2925000,11,11,412,536,0,0.011011011011011,0.011011011011011,0.412412412412412,0.536536536536537,0,999,999,999,999,999
325000:-2975000,325000,-2975000,11,11,630,628,0,0.011011011011011,0.011011011011011,0.630630630630631,0.628628628628629,0,999,999,999,999,999
325000:-3025000,325000,-3025000,79,79,681,663,1,0.0790790790790791,0.0790790790790791,0.681681681681682,0.663663663663664,0.001001001001001,999,999,999,999,999
325000:-3075000,325000,-3075000,207,207,815,747,6,0.207207207207207,0.207207207207207,0.815815815815816,0.747747747747748,0.00600600600600601,999,999,999,999,999
325000:-3125000,325000,-3125000,256,256,473,518,167,0.256256256256256,0.256256256256256,0.473473473473473,0.518518518518518,0.167167167167167,999,999,999,999,999
325000:-3175000,325000,-3175000,100,100,618,648,10,0.1001001001001,0.1001001001001,0.618618618618619,0.648648648648649,0.01001001001001,999,999,999,999,999
325000:-3225000,325000,-3225000,10,10,366,561,1,0.01001001001001,0.01001001001001,0.366366366366366,0.561561561561562,0.001001001001001,999,999,999,999,999
325000:-3275000,325000,-3275000,35,35,373,518,8,0.035035035035035,0.035035035035035,0.373373373373373,0.518518518518518,0.00800800800800801,999,999,999,999,999
325000:-3325000,325000,-3325000,1,1,18,220,57,0.001001001001001,0.001001001001001,0.018018018018018,0.22022022022022,0.0570570570570571,999,999,999,999,999
325000:-3375000,325000,-3375000,3,3,14,156,130,0.003003003003003,0.003003003003003,0.014014014014014,0.156156156156156,0.13013013013013,999,999,999,999,999
325000:-3425000,325000,-3425000,18,18,51,175,237,0.018018018018018,0.018018018018018,0.0510510510510511,0.175175175175175,0.237237237237237,999,999,999,999,999
325000:-3475000,325000,-3475000,34,34,36,131,373,0.034034034034034,0.034034034034034,0.036036036036036,0.131131131131131,0.373373373373373,999,999,999,999,999
325000:-3525000,325000,-3525000,168,168,421,467,86,0.168168168168168,0.168168168168168,0.421421421421421,0.467467467467467,0.0860860860860861,999,999,999,999,999
325000:-3575000,325000,-3575000,347,347,572,573,207,0.347347347347347,0.347347347347347,0.572572572572573,0.573573573573574,0.207207207207207,999,999,999,999,999
325000:-3625000,325000,-3625000,528,528,606,606,441,0.528528528528528,0.528528528528528,0.606606606606607,0.606606606606607,0.441441441441441,999,999,999,999,999
325000:-3675000,325000,-3675000,417,417,469,476,401,0.417417417417417,0.417417417417417,0.469469469469469,0.476476476476476,0.401401401401401,999,999,999,999,999
325000:-3725000,325000,-3725000,883,883,477,367,976,0.883883883883884,0.883883883883884,0.477477477477477,0.367367367367367,0.976976976976977,999,999,999,999,999
325000:-3775000,325000,-3775000,846,846,508,489,939,0.846846846846847,0.846846846846847,0.508508508508508,0.48948948948949,0.93993993993994,999,999,999,999,999
325000:-3825000,325000,-3825000,846,846,667,682,884,0.846846846846847,0.846846846846847,0.667667667667668,0.682682682682683,0.884884884884885,999,999,999,999,999
375000:-1225000,375000,-1225000,797,797,789,835,665,0.797797797797798,0.797797797797798,0.78978978978979,0.835835835835836,0.665665665665666,999,999,999,999,999
375000:-1275000,375000,-1275000,427,427,595,603,294,0.427427427427427,0.427427427427427,0.595595595595596,0.603603603603604,0.294294294294294,999,999,999,999,999
375000:-1325000,375000,-1325000,532,532,626,626,338,0.532532532532533,0.532532532532533,0.626626626626627,0.626626626626627,0.338338338338338,999,999,999,999,999
375000:-1375000,375000,-1375000,688,688,862,834,310,0.688688688688689,0.688688688688689,0.862862862862863,0.834834834834835,0.31031031031031,999,999,999,999,999
